name	name_va	reg_site_va	id_global_va	getter_va	vtable_va	serializer_va	handler_va	file_off_reg	file_off_name	file_off_getter	file_off_vtable	file_off_serializer_ptr	file_off_handler_ptr	source
QuestMiscAttr	0x00F3190C	0x00BF1430	0x010828BC	0x006044D0	0x00F318C0	0x0043BB80	0x00463710	0x007F0830	0x00B2FD0C	0x002038D0	0x00B2FCC0	0x00B2FCD8	0x00B2FCDC	IMAGE
DailyQuestAttr	0x00F3191C	0x00BF1450	0x010828C0	0x00602B10	0x00F31880	0x0043BB80	0x00463710	0x007F0850	0x00B2FD1C	0x00201F10	0x00B2FC80	0x00B2FC98	0x00B2FC9C	IMAGE
QuestModule	0x00F0BAE8	0x00BF2040	0x01082F20	0x00618760	0x00F33420	0x00616B50	0x0061A720	0x007F1440	0x00B09EE8	0x00217B60	0x00B31820	0x00B31838	0x00B3183C	IMAGE
QuestNPCModule	0x00F337AC	0x00BF2060	0x01082F24	0x00616720	0x00F33218	0x00616740	0x00617480	0x007F1460	0x00B31BAC	0x00215B20	0x00B31618	0x00B31630	0x00B31634	IMAGE
QuestFailResult	0x00F34070	0x00BF2AF0	0x0108323C	0x00621740	0x00F33F08	0x00621760	0x00623090	0x007F1EF0	0x00B32470	0x00220B40	0x00B32308	0x00B32320	0x00B32324	IMAGE
ChooseNPC	0x00F34080	0x00BF2B10	0x01083240	0x006217C0	0x00F33F2C	0x006C0180	0x00710440	0x007F1F10	0x00B32480	0x00220BC0	0x00B3232C	0x00B32344	0x00B32348	IMAGE
ChooseNPCByTableID	0x00F3408C	0x00BF2B30	0x01083244	0x006217F0	0x00F33F50	0x007057F0	0x00710440	0x007F1F30	0x00B3248C	0x00220BF0	0x00B32350	0x00B32368	0x00B3236C	IMAGE
NPCConversation	0x00F340A0	0x00BF2B50	0x01083248	0x00622A70	0x00F3404C	0x00622F10	0x00623090	0x007F1F50	0x00B324A0	0x00221E70	0x00B3244C	0x00B32464	0x00B32468	IMAGE
QuestOperateVital	0x00F340B0	0x00BF2B70	0x0108324C	0x00621850	0x00F33F74	0x00621860	0x00623090	0x007F1F70	0x00B324B0	0x00220C50	0x00B32374	0x00B3238C	0x00B32390	IMAGE
UpdateQuestFlag	0x00F340C4	0x00BF2B90	0x01083250	0x00621930	0x00F33F98	0x00621940	0x00623090	0x007F1F90	0x00B324C4	0x00220D30	0x00B32398	0x00B323B0	0x00B323B4	IMAGE
UpdateQuestMiscDataVital	0x00F340D4	0x00BF2BB0	0x01083254	0x00621A30	0x00F33FBC	0x00622940	0x00623090	0x007F1FB0	0x00B324D4	0x00220E30	0x00B323BC	0x00B323D4	0x00B323D8	IMAGE
UpdateDailyQuestVital	0x00F340F0	0x00BF2BD0	0x01083258	0x00621AC0	0x00F33FE0	0x00621AE0	0x00623090	0x007F1FD0	0x00B324F0	0x00220EC0	0x00B323E0	0x00B323F8	0x00B323FC	IMAGE
QuestShareResult	0x00F34108	0x00BF2BF0	0x0108325C	0x00621B70	0x00F34004	0x00621B90	0x006230F0	0x007F1FF0	0x00B32508	0x00220F70	0x00B32404	0x00B3241C	0x00B32420	IMAGE
QuestFlagRangeChange	0x00F3411C	0x00BF2C10	0x01083260	0x00621C00	0x00F34028	0x00621C20	0x00623090	0x007F2010	0x00B3251C	0x00221000	0x00B32428	0x00B32440	0x00B32444	IMAGE
CArenaVital	0x00F341AC	0x00BF3260	0x01083354	0x00625840	0x00F34164	0x00625D80	0x0062EAD0	0x007F2660	0x00B325AC	0x00224C40	0x00B32564	0x00B3257C	0x00B32580	IMAGE
CArenaGameDataVital	0x00F341B8	0x00BF3280	0x01083358	0x00625670	0x00F34140	0x00625700	0x0062EB30	0x007F2680	0x00B325B8	0x00224A70	0x00B32540	0x00B32558	0x00B3255C	IMAGE
CArenaResultVital	0x00F341CC	0x00BF32A0	0x0108335C	0x006264C0	0x00F34188	0x006265D0	0x0062EBF0	0x007F26A0	0x00B325CC	0x002258C0	0x00B32588	0x00B325A0	0x00B325A4	IMAGE
PartyAttr	0x00F3421C	0x00BF33A0	0x010833AC	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0x007F27A0	0x00B3261C	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	IMAGE
PartyModule_Client	0x00F0DA14	0x00BF3F50	0x0108380C	0x0062C280	0x00F34878	0x00697870	0x0062C2A0	0x007F3350	0x00B0BE14	0x0022B680	0x00B32C78	0x00B32C90	0x00B32C94	IMAGE
PartyUpdateVital	0x00F349C4	0x00BF4060	0x0108387C	0x0062E0E0	0x00F34934	0x0062E990	0x0062EA70	0x007F3460	0x00B32DC4	0x0022D4E0	0x00B32D34	0x00B32D4C	0x00B32D50	IMAGE
PartyInviteVital	0x00F349D8	0x00BF4080	0x01083880	0x0062E1E0	0x00F34958	0x00664550	0x0062EA70	0x007F3480	0x00B32DD8	0x0022D5E0	0x00B32D58	0x00B32D70	0x00B32D74	IMAGE
PartyCmdVital	0x00F349EC	0x00BF40A0	0x01083884	0x0062E2A0	0x00F3497C	0x0074E310	0x0062EA70	0x007F34A0	0x00B32DEC	0x0022D6A0	0x00B32D7C	0x00B32D94	0x00B32D98	IMAGE
PartyPickTypeSetting	0x00F349FC	0x00BF40C0	0x01083888	0x0062E2E0	0x00F349A0	0x0062E2F0	0x0062EA70	0x007F34C0	0x00B32DFC	0x0022D6E0	0x00B32DA0	0x00B32DB8	0x00B32DBC	IMAGE
ArenaModule_Client	0x00F34A18	0x00BF4460	0x01083950	0x006305E0	0x00F34B30	0x00710440	0x0073D360	0x007F3860	0x00B32E18	0x0022F9E0	0x00B32F30	0x00B32F48	0x00B32F4C	IMAGE
CSearchPartyVital	0x00F35650	0x00BF4FB0	0x01083C14	0x006375F0	0x00F3562C	0x00637720	0x0062ECB0	0x007F43B0	0x00B33A50	0x002369F0	0x00B33A2C	0x00B33A44	0x00B33A48	IMAGE
ActorCommunityDataSet	0x00F35728	0x00BF5010	0x01083C6C	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0x007F4410	0x00B33B28	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	IMAGE
ActorMailData	0x00F35740	0x00BF5030	0x01083C70	0x00639560	0x00F356E8	0x0043BB80	0x00463710	0x007F4430	0x00B33B40	0x00238960	0x00B33AE8	0x00B33B00	0x00B33B04	IMAGE
ActorRelationshipData	0x00F35750	0x00BF5050	0x01083C74	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0x007F4450	0x00B33B50	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	IMAGE
FriendshipDataSet	0x00F35768	0x00BF5070	0x01083C78	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0x007F4470	0x00B33B68	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	IMAGE
LetterInABottleDataSet	0x00F3577C	0x00BF5090	0x01083C7C	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0x007F4490	0x00B33B7C	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	IMAGE
ActorCommunityProperty	0x00F0E9B4	0x00BF50B0	0x01083C80	0x00638070	0x00F356A8	0x0043BB80	0x00463710	0x007F44B0	0x00B0CDB4	0x00237470	0x00B33AA8	0x00B33AC0	0x00B33AC4	IMAGE
PenpalLetterDataSet	0x00F35794	0x00BF50D0	0x01083C84	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0x007F44D0	0x00B33B94	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	IMAGE
CommunityModule_Client	0x00F18854	0x00BF55A0	0x01083EF0	0x00641FC0	0x00F36338	0x0063B6E0	0x0073D360	0x007F49A0	0x00B16C54	0x002413C0	0x00B34738	0x00B34750	0x00B34754	IMAGE
Community_CommunityCommandNotAllowVital	0x00F365C4	0x00BF5980	0x0108405C	0x00642A90	0x00F36540	0x00642B00	0x00645BF0	0x007F4D80	0x00B349C4	0x00241E90	0x00B34940	0x00B34958	0x00B3495C	IMAGE
Community_InitalizeActorCommunityVital	0x00F0B2B0	0x00BF59A0	0x01084060	0x00644DE0	0x00F3656C	0x00645860	0x00645BF0	0x007F4DA0	0x00B096B0	0x002441E0	0x00B3496C	0x00B34984	0x00B34988	IMAGE
Community_CommunityPropertyChangedVital	0x00F0B2D8	0x00BF59C0	0x01084064	0x00642430	0x00F36388	0x00642BA0	0x00645BF0	0x007F4DC0	0x00B096D8	0x00241830	0x00B34788	0x00B347A0	0x00B347A4	IMAGE
Community_AddFriendVital	0x00F365EC	0x00BF59E0	0x01084068	0x0063A5B0	0x00F35C2C	0x006448A0	0x00645BF0	0x007F4DE0	0x00B349EC	0x002399B0	0x00B3402C	0x00B34044	0x00B34048	IMAGE
Community_RequestBeFriendVital	0x00F36608	0x00BF5A00	0x0108406C	0x0063A650	0x00F35C58	0x00642C40	0x00645BF0	0x007F4E00	0x00B34A08	0x00239A50	0x00B34058	0x00B34070	0x00B34074	IMAGE
Community_RemoveFriendVital	0x00F36628	0x00BF5A20	0x01084070	0x0063A6D0	0x00F35C84	0x006E7B20	0x00645BF0	0x007F4E20	0x00B34A28	0x00239AD0	0x00B34084	0x00B3409C	0x00B340A0	IMAGE
Community_AddBlackListVital	0x00F36644	0x00BF5A40	0x01084074	0x0063A780	0x00F35CB0	0x006448A0	0x00645BF0	0x007F4E40	0x00B34A44	0x00239B80	0x00B340B0	0x00B340C8	0x00B340CC	IMAGE
Community_RemoveBlackListVital	0x00F36660	0x00BF5A60	0x01084078	0x0063A890	0x00F35CDC	0x00642C40	0x00645BF0	0x007F4E60	0x00B34A60	0x00239C90	0x00B340DC	0x00B340F4	0x00B340F8	IMAGE
Community_SendMailVital	0x00F36680	0x00BF5A80	0x0108407C	0x0063A990	0x00F35D08	0x00642CB0	0x00645BF0	0x007F4E80	0x00B34A80	0x00239D90	0x00B34108	0x00B34120	0x00B34124	IMAGE
Community_ReceiveNewMailVital	0x00F36698	0x00BF5AA0	0x01084080	0x00642510	0x00F363B4	0x00644990	0x00645BF0	0x007F4EA0	0x00B34A98	0x00241910	0x00B347B4	0x00B347CC	0x00B347D0	IMAGE
Community_GetMailContentVital	0x00F366B8	0x00BF5AC0	0x01084084	0x0063AAF0	0x00F35D34	0x00642DB0	0x00645BF0	0x007F4EC0	0x00B34AB8	0x00239EF0	0x00B34134	0x00B3414C	0x00B34150	IMAGE
Community_DeleteMailVital	0x00F366D8	0x00BF5AE0	0x01084088	0x0063AB70	0x00F35D60	0x006E7B20	0x00645BF0	0x007F4EE0	0x00B34AD8	0x00239F70	0x00B34160	0x00B34178	0x00B3417C	IMAGE
Community_ChangeActorCommentVital	0x00F366F4	0x00BF5B00	0x0108408C	0x0063AC10	0x00F35D8C	0x00642C40	0x00645BF0	0x007F4F00	0x00B34AF4	0x0023A010	0x00B3418C	0x00B341A4	0x00B341A8	IMAGE
Community_SetReceiveActiveChangeVital	0x00F36718	0x00BF5B20	0x01084090	0x0063ACB0	0x00F35DB8	0x00642E30	0x00645BF0	0x007F4F20	0x00B34B18	0x0023A0B0	0x00B341B8	0x00B341D0	0x00B341D4	IMAGE
Community_RequestSoulMateMatchVital	0x00F36740	0x00BF5B40	0x01084094	0x0063AD30	0x00F35DE4	0x00644A50	0x00645BF0	0x007F4F40	0x00B34B40	0x0023A130	0x00B341E4	0x00B341FC	0x00B34200	IMAGE
Community_RequestorConfirmSoulMateMatchVital	0x00F36764	0x00BF5B60	0x01084098	0x006425A0	0x00F363E0	0x00642E30	0x00645BF0	0x007F4F60	0x00B34B64	0x002419A0	0x00B347E0	0x00B347F8	0x00B347FC	IMAGE
Community_TargetConfirmSoulMateMatchVital	0x00F36794	0x00BF5B80	0x0108409C	0x00642640	0x00F3640C	0x00642C40	0x00645BF0	0x007F4F80	0x00B34B94	0x00241A40	0x00B3480C	0x00B34824	0x00B34828	IMAGE
Community_ThrowLetterInABottleVital	0x00F367C0	0x00BF5BA0	0x010840A0	0x0063AE40	0x00F35E10	0x00642C40	0x00645BF0	0x007F4FA0	0x00B34BC0	0x0023A240	0x00B34210	0x00B34228	0x00B3422C	IMAGE
Community_OpenLetterInABottleVital	0x00F367E4	0x00BF5BC0	0x010840A4	0x006426E0	0x00F36438	0x00642EB0	0x00645BF0	0x007F4FC0	0x00B34BE4	0x00241AE0	0x00B34838	0x00B34850	0x00B34854	IMAGE
Community_ReplyLetterInABottleVital	0x00F36808	0x00BF5BE0	0x010840A8	0x0063AE60	0x00F35E3C	0x006E7B20	0x00645BF0	0x007F4FE0	0x00B34C08	0x0023A260	0x00B3423C	0x00B34254	0x00B34258	IMAGE
Community_GetActorVowLockListVital	0x00F3682C	0x00BF5C00	0x010840AC	0x00644ED0	0x00F36598	0x00645AA0	0x00645BF0	0x007F5000	0x00B34C2C	0x002442D0	0x00B34998	0x00B349B0	0x00B349B4	IMAGE
Community_UpdateActorVowLockVital	0x00F36850	0x00BF5C20	0x010840B0	0x006427D0	0x00F36464	0x00644B30	0x00645BF0	0x007F5020	0x00B34C50	0x00241BD0	0x00B34864	0x00B3487C	0x00B34880	IMAGE
Community_ChangeActorPenNameVital	0x00F36874	0x00BF5C40	0x010840B4	0x00642870	0x00F36490	0x00642C40	0x00645BF0	0x007F5040	0x00B34C74	0x00241C70	0x00B34890	0x00B348A8	0x00B348AC	IMAGE
Community_ChangeActorPersonalDataVital	0x00F36898	0x00BF5C60	0x010840B8	0x00642920	0x00F364BC	0x00642F80	0x00645BF0	0x007F5060	0x00B34C98	0x00241D20	0x00B348BC	0x00B348D4	0x00B348D8	IMAGE
Community_UseBlankPenpalLetterVital	0x00F368C0	0x00BF5C80	0x010840BC	0x006429D0	0x00F364E8	0x006E7B20	0x00645BF0	0x007F5080	0x00B34CC0	0x00241DD0	0x00B348E8	0x00B34900	0x00B34904	IMAGE
Community_WriteBlankPenpalLetterVital	0x00F368E4	0x00BF5CA0	0x010840C0	0x0063AF00	0x00F35E68	0x00643010	0x00645BF0	0x007F50A0	0x00B34CE4	0x0023A300	0x00B34268	0x00B34280	0x00B34284	IMAGE
Community_ThrowPenpalLetterVital	0x00F3690C	0x00BF5CC0	0x010840C4	0x0063B010	0x00F35E94	0x00643090	0x00645BF0	0x007F50C0	0x00B34D0C	0x0023A410	0x00B34294	0x00B342AC	0x00B342B0	IMAGE
Community_OpenPenpalLetterVital	0x00F36930	0x00BF5CE0	0x010840C8	0x00642A70	0x00F36514	0x00643130	0x00645BF0	0x007F50E0	0x00B34D30	0x00241E70	0x00B34914	0x00B3492C	0x00B34930	IMAGE
Community_ReplyPenpalLetterVital	0x00F36950	0x00BF5D00	0x010840CC	0x0063B120	0x00F35EC0	0x00644C10	0x00645BF0	0x007F5100	0x00B34D50	0x0023A520	0x00B342C0	0x00B342D8	0x00B342DC	IMAGE
VowLockData	0x00F36E70	0x00BF6960	0x0108418C	0x00649F40	0x00F36E30	0x0043BB80	0x00647DF0	0x007F5D60	0x00B35270	0x00249340	0x00B35230	0x00B35248	0x00B3524C	IMAGE
CBuffAttr	0x00F36EC0	0x00BF69C0	0x0108419C	0x0064A1C0	0x00F36E80	0x0043BB80	0x00463710	0x007F5DC0	0x00B352C0	0x002495C0	0x00B35280	0x00B35298	0x00B3529C	IMAGE
CGCBuffModule	0x00F0E728	0x00BF6C80	0x0108422C	0x0064B7D0	0x00F36EF8	0x0064AA00	0x0064C560	0x007F6080	0x00B0CB28	0x0024ABD0	0x00B352F8	0x00B35310	0x00B35314	IMAGE
CBuffVital	0x00F0B574	0x00BF7000	0x010842F8	0x00657640	0x00F37438	0x00657390	0x0064AD40	0x007F6400	0x00B09974	0x00256A40	0x00B35838	0x00B35850	0x00B35854	IMAGE
CBuffConditionState	0x00F0B580	0x00BF7020	0x010842FC	0x00657170	0x00F37410	0x00656D50	0x0064B260	0x007F6420	0x00B09980	0x00256570	0x00B35810	0x00B35828	0x00B3582C	IMAGE
CPVPStateVital	0x00F3745C	0x00BF7040	0x01084300	0x00656580	0x00F373EC	0x006565A0	0x00710440	0x007F6440	0x00B3585C	0x00255980	0x00B357EC	0x00B35804	0x00B35808	IMAGE
ChannelModule_Client	0x00F22CB4	0x00BF7250	0x0108433C	0x0065A1D0	0x00F377B8	0x00697870	0x0073D360	0x007F6650	0x00B210B4	0x002595D0	0x00B35BB8	0x00B35BD0	0x00B35BD4	IMAGE
Channel_ForbidTalkNotificationVtial	0x00F37960	0x00BF72B0	0x01084454	0x0065A9E0	0x00F37804	0x0065AE00	0x0065C850	0x007F66B0	0x00B35D60	0x00259DE0	0x00B35C04	0x00B35C1C	0x00B35C20	IMAGE
Channel_LocalTalkMessageVital	0x00F37984	0x00BF72D0	0x01084458	0x006580B0	0x00F3775C	0x0065AD40	0x0065C850	0x007F66D0	0x00B35D84	0x002574B0	0x00B35B5C	0x00B35B74	0x00B35B78	IMAGE
Channel_LocalPerformanceVital	0x00F379A4	0x00BF72F0	0x0108445C	0x005BEAE0	0x00F2D0D4	0x0065AE30	0x0065C850	0x007F66F0	0x00B35DA4	0x001BDEE0	0x00B2B4D4	0x00B2B4EC	0x00B2B4F0	IMAGE
Channel_PartyMessageVital	0x00F379C4	0x00BF7310	0x01084460	0x00657DA0	0x00F37628	0x0065AD40	0x0065C850	0x007F6710	0x00B35DC4	0x002571A0	0x00B35A28	0x00B35A40	0x00B35A44	IMAGE
Channel_WhisperVital	0x00F379E0	0x00BF7330	0x01084464	0x006582B0	0x00F37788	0x0065AEA0	0x0065C850	0x007F6730	0x00B35DE0	0x002576B0	0x00B35B88	0x00B35BA0	0x00B35BA4	IMAGE
Channel_GuildMessageVital	0x00F379F8	0x00BF7350	0x01084468	0x00657DD0	0x00F37654	0x0065AD40	0x0065C850	0x007F6750	0x00B35DF8	0x002571D0	0x00B35A54	0x00B35A6C	0x00B35A70	IMAGE
Channel_ActorBoardcastMessageVital	0x00F37A14	0x00BF7370	0x0108446C	0x00658030	0x00F37730	0x0065AD40	0x0065C850	0x007F6770	0x00B35E14	0x00257430	0x00B35B30	0x00B35B48	0x00B35B4C	IMAGE
Channel_GMGlobalMessageVital	0x00F37A38	0x00BF7390	0x01084470	0x0065AC10	0x00F3790C	0x0065AD40	0x0065C850	0x007F6790	0x00B35E38	0x0025A010	0x00B35D0C	0x00B35D24	0x00B35D28	IMAGE
Channel_JoinCustomChannelVital	0x00F37A58	0x00BF73B0	0x01084474	0x00657E70	0x00F37680	0x0065AF80	0x0065C8B0	0x007F67B0	0x00B35E58	0x00257270	0x00B35A80	0x00B35A98	0x00B35A9C	IMAGE
Channel_OnActorJoinCustomChannelVital	0x00F37A78	0x00BF73D0	0x01084478	0x0065AA80	0x00F37830	0x0065B140	0x0065C850	0x007F67D0	0x00B35E78	0x00259E80	0x00B35C30	0x00B35C48	0x00B35C4C	IMAGE
Channel_LeaveCustomChannelVital	0x00F37AA0	0x00BF73F0	0x0108447C	0x00657F70	0x00F376AC	0x0065B060	0x0065C950	0x007F67F0	0x00B35EA0	0x00257370	0x00B35AAC	0x00B35AC4	0x00B35AC8	IMAGE
Channel_OnActorLeaveCustomChannelVital	0x00F37AC0	0x00BF7410	0x01084480	0x0065AB90	0x00F3785C	0x0065B140	0x0065C850	0x007F6810	0x00B35EC0	0x00259F90	0x00B35C5C	0x00B35C74	0x00B35C78	IMAGE
Channel_CustomChannelMessageVital	0x00F37AE8	0x00BF7430	0x01084484	0x00657FF0	0x00F376D8	0x0065B1E0	0x0065C850	0x007F6830	0x00B35EE8	0x002573F0	0x00B35AD8	0x00B35AF0	0x00B35AF4	IMAGE
Channel_JoinOriginalSinChannelVital	0x00F37B0C	0x00BF7450	0x01084488	0x0065ABB0	0x00F37888	0x0065B260	0x0065C950	0x007F6850	0x00B35F0C	0x00259FB0	0x00B35C88	0x00B35CA0	0x00B35CA4	IMAGE
Channel_OriginalSinChannelMessageVital	0x00F37B30	0x00BF7470	0x0108448C	0x0065ABD0	0x00F378B4	0x0065B310	0x0065C850	0x007F6870	0x00B35F30	0x00259FD0	0x00B35CB4	0x00B35CCC	0x00B35CD0	IMAGE
CBoardcastVital	0x00F37B58	0x00BF7490	0x01084490	0x0065B3E0	0x00F37938	0x0065B400	0x0065C9B0	0x007F6890	0x00B35F58	0x0025A7E0	0x00B35D38	0x00B35D50	0x00B35D54	IMAGE
Channel_JoinClassChannelVital	0x00F37B68	0x00BF74B0	0x01084494	0x0065ABF0	0x00F378E0	0x0065B450	0x0065CB40	0x007F68B0	0x00B35F68	0x00259FF0	0x00B35CE0	0x00B35CF8	0x00B35CFC	IMAGE
Channel_ClassChannelMessageVital	0x00F37B88	0x00BF74D0	0x01084498	0x00658010	0x00F37704	0x0065B500	0x0065C850	0x007F68D0	0x00B35F88	0x00257410	0x00B35B04	0x00B35B1C	0x00B35B20	IMAGE
DailyRewardAttr	0x00F37C64	0x00BF7BE0	0x010844E0	0x0065CBA0	0x00F37BE0	0x0043BB80	0x00463710	0x007F6FE0	0x00B36064	0x0025BFA0	0x00B35FE0	0x00B35FF8	0x00B35FFC	IMAGE
DailyRewardBagAttr	0x00F37C74	0x00BF7C10	0x010844E8	0x0065D0E0	0x00F37C20	0x0043BB80	0x006A9480	0x007F7010	0x00B36074	0x0025C4E0	0x00B36020	0x00B36038	0x00B3603C	IMAGE
DailyRewardModule_Client	0x00F37F74	0x00BF83A0	0x010848C0	0x006600D0	0x00F37EA8	0x00697870	0x0073D360	0x007F77A0	0x00B36374	0x0025F4D0	0x00B362A8	0x00B362C0	0x00B362C4	IMAGE
DailyRewardVitalReq	0x00F37FD8	0x00BF8400	0x010848DC	0x00660FA0	0x00F37F90	0x00660FC0	0x00710440	0x007F7800	0x00B363D8	0x002603A0	0x00B36390	0x00B363A8	0x00B363AC	IMAGE
DailyRewardVitalRes	0x00F37FEC	0x00BF8420	0x010848E0	0x00661080	0x00F37FB4	0x00661330	0x006613F0	0x007F7820	0x00B363EC	0x00260480	0x00B363B4	0x00B363CC	0x00B363D0	IMAGE
TradeModule_Client	0x00F1ABC4	0x00BF87B0	0x01084AA4	0x00662150	0x00F38060	0x00697870	0x00661820	0x007F7BB0	0x00B18FC4	0x00261550	0x00B36460	0x00B36478	0x00B3647C	IMAGE
TradeInviteVital	0x00F381E0	0x00BF8810	0x01084AE4	0x006644D0	0x00F3812C	0x00664550	0x00665530	0x007F7C10	0x00B365E0	0x002638D0	0x00B3652C	0x00B36544	0x00B36548	IMAGE
TradeCmdVital	0x00F381F4	0x00BF8830	0x01084AE8	0x00664640	0x00F38150	0x00699910	0x00710440	0x007F7C30	0x00B365F4	0x00263A40	0x00B36550	0x00B36568	0x00B3656C	IMAGE
TradeItemResultVital	0x00F38204	0x00BF8850	0x01084AEC	0x00664760	0x00F38174	0x00664BA0	0x00665530	0x007F7C50	0x00B36604	0x00263B60	0x00B36574	0x00B3658C	0x00B36590	IMAGE
TradeZoomVital	0x00F0B300	0x00BF8870	0x01084AF0	0x00664D30	0x00F38198	0x006652E0	0x00665530	0x007F7C70	0x00B09700	0x00264130	0x00B36598	0x00B365B0	0x00B365B4	IMAGE
UpdateConditionalStoreItemVital	0x00F0B328	0x00BF8890	0x01084AF4	0x00664E50	0x00F381BC	0x00665440	0x00665530	0x007F7C90	0x00B09728	0x00264250	0x00B365BC	0x00B365D4	0x00B365D8	IMAGE
CGCGuildModule	0x00F2BDBC	0x00BF8C50	0x01084D90	0x00667620	0x00F387E0	0x00710440	0x0073D360	0x007F8050	0x00B2A1BC	0x00266A20	0x00B36BE0	0x00B36BF8	0x00B36BFC	IMAGE
GSSS_GuildEventVitalReq	0x00F0B4A8	0x00BF90D0	0x01084E04	0x00668600	0x00F38A40	0x00668520	0x00710440	0x007F84D0	0x00B098A8	0x00267A00	0x00B36E40	0x00B36E58	0x00B36E5C	IMAGE
GSSS_GuildEventVitalRes	0x00F0B490	0x00BF90F0	0x01084E08	0x00668750	0x00F38A68	0x00668520	0x006742A0	0x007F84F0	0x00B09890	0x00267B50	0x00B36E68	0x00B36E80	0x00B36E84	IMAGE
GSSS_GuildDataVitalRes	0x00F0B620	0x00BF9110	0x01084E0C	0x00668FB0	0x00F38AE0	0x00668630	0x006746A0	0x007F8510	0x00B09A20	0x002683B0	0x00B36EE0	0x00B36EF8	0x00B36EFC	IMAGE
GSSS_GSInitialGuildDataVital	0x00F0B638	0x00BF9130	0x01084E10	0x00669070	0x00F38B04	0x00668690	0x00710440	0x007F8530	0x00B09A38	0x00268470	0x00B36F04	0x00B36F1C	0x00B36F20	IMAGE
GSSS_GuildUpdateEventVital	0x00F0B458	0x00BF9150	0x01084E14	0x00668830	0x00F38A90	0x00668520	0x00674920	0x007F8550	0x00B09858	0x00267C30	0x00B36E90	0x00B36EA8	0x00B36EAC	IMAGE
GSSS_GuildUpdateQuestMemberVital	0x00F0B434	0x00BF9170	0x01084E18	0x00668E20	0x00F38AB8	0x00668CB0	0x00710440	0x007F8570	0x00B09834	0x00268220	0x00B36EB8	0x00B36ED0	0x00B36ED4	IMAGE
CGuildStorageAttr	0x00F39164	0x00BF9650	0x01084EE8	0x00672050	0x00F39108	0x0046E0A0	0x0046D870	0x007F8A50	0x00B37564	0x00271450	0x00B37508	0x00B37520	0x00B37524	IMAGE
GCSS_GuildStorageOpenVital	0x00F0B474	0x00BF96C0	0x01084F44	0x006724A0	0x00F39178	0x00672530	0x00673FE0	0x007F8AC0	0x00B09874	0x002718A0	0x00B37578	0x00B37590	0x00B37594	IMAGE
GCGS_GuildStorageCmdVital	0x00F3927C	0x00BF96E0	0x01084F48	0x00672670	0x00F3919C	0x00699910	0x00710440	0x007F8AE0	0x00B3767C	0x00271A70	0x00B3759C	0x00B375B4	0x00B375B8	IMAGE
GCGSSS_GuildStorageResultVital	0x00F0B658	0x00BF9700	0x01084F4C	0x00672780	0x00F391C0	0x00673970	0x006740B0	0x007F8B00	0x00B09A58	0x00271B80	0x00B375C0	0x00B375D8	0x00B375DC	IMAGE
GSSS_GuildStorageCmdVital	0x00F0B604	0x00BF9720	0x01084F50	0x006728A0	0x00F391E8	0x00673CC0	0x00710440	0x007F8B20	0x00B09A04	0x00271CA0	0x00B375E8	0x00B37600	0x00B37604	IMAGE
DBSS_GuildStorageInitialVital	0x00F0B678	0x00BF9740	0x01084F54	0x006729B0	0x00F3920C	0x006723D0	0x00710440	0x007F8B40	0x00B09A78	0x00271DB0	0x00B3760C	0x00B37624	0x00B37628	IMAGE
DBSS_GuildStorageUpdateVital	0x00F39298	0x00BF9760	0x01084F58	0x00672A90	0x00F39230	0x00673BB0	0x00710440	0x007F8B60	0x00B37698	0x00271E90	0x00B37630	0x00B37648	0x00B3764C	IMAGE
GCGSSS_GuildStorageVital_ReArrangeResult	0x00F392B8	0x00BF9780	0x01084F5C	0x00672B10	0x00F39254	0x00673E30	0x00674180	0x007F8B80	0x00B376B8	0x00271F10	0x00B37654	0x00B3766C	0x00B37670	IMAGE
EquipmentExtraAttr	0x00F3ACD8	0x00BFBA50	0x01085D20	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0x007FAE50	0x00B390D8	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	IMAGE
EquipmentModule	0x00F27294	0x00BFBDA0	0x01085EE4	0x00689660	0x00F3ADC8	0x00710440	0x0073D360	0x007FB1A0	0x00B25694	0x00288A60	0x00B391C8	0x00B391E0	0x00B391E4	IMAGE
Equipment_RefreshLuckyEnhancementProbabilityVital	0x00F3B3FC	0x00BFBE00	0x01085FCC	0x00689520	0x00F3ACF0	0x0068CAD0	0x0068E3D0	0x007FB200	0x00B397FC	0x00288920	0x00B390F0	0x00B39108	0x00B3910C	IMAGE
