name	name_va	reg_site_va	id_global_va	getter_va	vtable_va	serializer_va	handler_va	file_off_reg	file_off_name	file_off_getter	file_off_vtable	file_off_serializer_ptr	file_off_handler_ptr	source
ItemMallQueryPersonalDataVital	0x00F3E628	0x00BFFF20	0x01086CD0	0x00591820	0x00F2ADA8	0x00515EC0	0x00710440	0x007FF320	0x00B3CA28	0x00190C20	0x00B291A8	0x00B291C0	0x00B291C4	IMAGE
ItemMallGetIMSDataReq	0x00F3E648	0x00BFFF40	0x01086CD4	0x00591840	0x00F2ADCC	0x00515EC0	0x00710440	0x007FF340	0x00B3CA48	0x00190C40	0x00B291CC	0x00B291E4	0x00B291E8	IMAGE
ItemMallIMSDataRes	0x00F3E660	0x00BFFF60	0x01086CD8	0x006B8C90	0x00F3E488	0x006B9DC0	0x006BAE40	0x007FF360	0x00B3CA60	0x002B8090	0x00B3C888	0x00B3C8A0	0x00B3C8A4	IMAGE
ItemMallGashaponDesVital	0x00F3E674	0x00BFFF80	0x01086CDC	0x006BA300	0x00F3E4D0	0x006BA7B0	0x006BAEA0	0x007FF380	0x00B3CA74	0x002B9700	0x00B3C8D0	0x00B3C8E8	0x00B3C8EC	IMAGE
BlackMarketItem	0x00F3E6EC	0x00C003F0	0x01086D08	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0x007FF7F0	0x00B3CAEC	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	IMAGE
BlackMarketModule_Client	0x00F1C0FC	0x00C00620	0x01086E24	0x006BFE00	0x00F3E7C0	0x006BE320	0x0073D360	0x007FFA20	0x00B1A4FC	0x002BF200	0x00B3CBC0	0x00B3CBD8	0x00B3CBDC	IMAGE
GSCN_BlackMarketPutOnSale	0x00F3E89C	0x00C00760	0x01086E7C	0x006C00B0	0x00F3E80C	0x006C00D0	0x00710440	0x007FFB60	0x00B3CC9C	0x002BF4B0	0x00B3CC0C	0x00B3CC24	0x00B3CC28	IMAGE
GSCN_BlackMarketOffSale	0x00F3E8B8	0x00C00780	0x01086E80	0x006BE390	0x00F3E710	0x006C0180	0x00710440	0x007FFB80	0x00B3CCB8	0x002BD790	0x00B3CB10	0x00B3CB28	0x00B3CB2C	IMAGE
GSCN_BlackMarketBuy	0x00F3E8D0	0x00C007A0	0x01086E84	0x006BE3B0	0x00F3E734	0x006C01B0	0x00710440	0x007FFBA0	0x00B3CCD0	0x002BD7B0	0x00B3CB34	0x00B3CB4C	0x00B3CB50	IMAGE
GSCN_BlackMarketSearchMyItem	0x00F3E8E4	0x00C007C0	0x01086E88	0x006BE3D0	0x00F3E758	0x00515EC0	0x00710440	0x007FFBC0	0x00B3CCE4	0x002BD7D0	0x00B3CB58	0x00B3CB70	0x00B3CB74	IMAGE
GSCN_BlackMarketSearach	0x00F0B4C0	0x00C007E0	0x01086E8C	0x006C0280	0x00F3E830	0x006C0060	0x00710440	0x007FFBE0	0x00B098C0	0x002BF680	0x00B3CC30	0x00B3CC48	0x00B3CC4C	IMAGE
GSCN_BlackMarketSearchReply	0x00F3E904	0x00C00800	0x01086E90	0x006C0900	0x00F3E878	0x006C0CE0	0x006C0E80	0x007FFC00	0x00B3CD04	0x002BFD00	0x00B3CC78	0x00B3CC90	0x00B3CC94	IMAGE
GSCN_BlackMarketReply	0x00F3E920	0x00C00820	0x01086E94	0x006C0390	0x00F3E854	0x006C0780	0x006C0E80	0x007FFC20	0x00B3CD20	0x002BF790	0x00B3CC54	0x00B3CC6C	0x00B3CC70	IMAGE
DyeingModule_Client	0x00F3ED14	0x00C00F20	0x01087130	0x006C5AC0	0x00F3EC78	0x00697870	0x0073D360	0x00800320	0x00B3D114	0x002C4EC0	0x00B3D078	0x00B3D090	0x00B3D094	IMAGE
DyeingVitalRes	0x00F3EDB8	0x00C01040	0x01087164	0x006C6460	0x00F3ED28	0x00621760	0x006C6C20	0x00800440	0x00B3D1B8	0x002C5860	0x00B3D128	0x00B3D140	0x00B3D144	IMAGE
DyeingVitalReq	0x00F3EDC8	0x00C01060	0x01087168	0x006C64F0	0x00F3ED4C	0x006C6580	0x00710440	0x00800460	0x00B3D1C8	0x002C58F0	0x00B3D14C	0x00B3D164	0x00B3D168	IMAGE
DyeingShipVitalReq	0x00F3EDD8	0x00C01080	0x0108716C	0x006C6600	0x00F3ED70	0x006C6620	0x00710440	0x00800480	0x00B3D1D8	0x002C5A00	0x00B3D170	0x00B3D188	0x00B3D18C	IMAGE
DyeingRemoveVital	0x00F3EDEC	0x00C010A0	0x01087170	0x006C66B0	0x00F3ED94	0x006C66D0	0x00710440	0x008004A0	0x00B3D1EC	0x002C5AB0	0x00B3D194	0x00B3D1AC	0x00B3D1B0	IMAGE
CastEquipmentModule_Client	0x00F3F034	0x00C018D0	0x01087514	0x006C94B0	0x00F3EFE8	0x00697870	0x0073D360	0x00800CD0	0x00B3D434	0x002C88B0	0x00B3D3E8	0x00B3D400	0x00B3D404	IMAGE
CastEquipmentVitalReq	0x00F3F050	0x00C01930	0x01087530	0x005736E0	0x00F287A8	0x006C66D0	0x00710440	0x00800D30	0x00B3D450	0x00172AE0	0x00B26BA8	0x00B26BC0	0x00B26BC4	IMAGE
CastEquipmentVitalRes	0x00F3F068	0x00C01950	0x01087534	0x006C9470	0x00F3EFC4	0x0072A4D0	0x006C9A40	0x00800D50	0x00B3D468	0x002C8870	0x00B3D3C4	0x00B3D3DC	0x00B3D3E0	IMAGE
CCooldownAttr	0x00F3F0C8	0x00C019F0	0x01087544	0x006C9B10	0x00F3F088	0x0043BB80	0x00463710	0x00800DF0	0x00B3D4C8	0x002C8F10	0x00B3D488	0x00B3D4A0	0x00B3D4A4	IMAGE
CStartCooldownVital	0x00F0B538	0x00C01A50	0x01087570	0x006CA0D0	0x00F3F0D8	0x006CA320	0x006CA8B0	0x00800E50	0x00B09938	0x002C94D0	0x00B3D4D8	0x00B3D4F0	0x00B3D4F4	IMAGE
CGCCooldownModule	0x00F3F148	0x00C01C00	0x010875AC	0x006CA560	0x00F3F100	0x006CA580	0x006CA5E0	0x00801000	0x00B3D548	0x002C9960	0x00B3D500	0x00B3D518	0x00B3D51C	IMAGE
CollectionObjPointAttr	0x00F0E99C	0x00C01DD0	0x01087614	0x006CBE60	0x00F3F3C0	0x0043BB80	0x00463710	0x008011D0	0x00B0CD9C	0x002CB260	0x00B3D7C0	0x00B3D7D8	0x00B3D7DC	IMAGE
CollectionEffectData	0x00F3F594	0x00C01DF0	0x01087618	0x006CD320	0x00F3F400	0x0043BB80	0x006FD4E0	0x008011F0	0x00B3D994	0x002CC720	0x00B3D800	0x00B3D818	0x00B3D81C	IMAGE
CollectionObjModule_Client	0x00F2D188	0x00C022E0	0x010878B8	0x006DF5F0	0x00F40768	0x006DDA70	0x006DFC60	0x008016E0	0x00B2B588	0x002DE9F0	0x00B3EB68	0x00B3EB80	0x00B3EB84	IMAGE
CollectionObj_UpdateCollectionObjBagVital	0x00F408B4	0x00C02340	0x01087904	0x006E0870	0x00F40800	0x006E1120	0x006E1580	0x00801740	0x00B3ECB4	0x002DFC70	0x00B3EC00	0x00B3EC18	0x00B3EC1C	IMAGE
CollectionObj_CollectObjVital	0x00F408E0	0x00C02360	0x01087908	0x006E0890	0x00F40824	0x006E08D0	0x006E1580	0x00801760	0x00B3ECE0	0x002DFC90	0x00B3EC24	0x00B3EC3C	0x00B3EC40	IMAGE
CollectionObj_GetCollectEffectVital	0x00F40900	0x00C02380	0x0108790C	0x006DDA60	0x00F40744	0x006A7310	0x006E1580	0x00801780	0x00B3ED00	0x002DCE60	0x00B3EB44	0x00B3EB5C	0x00B3EB60	IMAGE
CollectionObj_UpdateCollectEffectVital	0x00F40924	0x00C023A0	0x01087910	0x006E1240	0x00F40890	0x006A75A0	0x006E1580	0x008017A0	0x00B3ED24	0x002E0640	0x00B3EC90	0x00B3ECA8	0x00B3ECAC	IMAGE
CollectionObj_SailorLevelUpRequestVital	0x00F4094C	0x00C023C0	0x01087914	0x006E08A0	0x00F40848	0x006E0970	0x00A106C0	0x008017C0	0x00B3ED4C	0x002DFCA0	0x00B3EC48	0x00B3EC60	0x00B3EC64	IMAGE
CollectionObj_SailorLvUpResponseVital	0x00F40974	0x00C023E0	0x01087918	0x006E08C0	0x00F4086C	0x006E09E0	0x006E1580	0x008017E0	0x00B3ED74	0x002DFCC0	0x00B3EC6C	0x00B3EC84	0x00B3EC88	IMAGE
CGCVehicleModule	0x00F40A5C	0x00C027E0	0x010879A8	0x006E16A0	0x00F409A8	0x006E16C0	0x006E1750	0x00801BE0	0x00B3EE5C	0x002E0AA0	0x00B3EDA8	0x00B3EDC0	0x00B3EDC4	IMAGE
CGCDriverModule	0x00F40A70	0x00C02800	0x010879AC	0x006E18F0	0x00F409F0	0x006E1910	0x006E2830	0x00801C00	0x00B3EE70	0x002E0CF0	0x00B3EDF0	0x00B3EE08	0x00B3EE0C	IMAGE
CVehicleAttr	0x00F40ADC	0x00C028C0	0x010879BC	0x006E2DB0	0x00F40A80	0x00515EC0	0x00463710	0x00801CC0	0x00B3EEDC	0x002E21B0	0x00B3EE80	0x00B3EE98	0x00B3EE9C	IMAGE
CVehicleVital	0x00F40B10	0x00C02920	0x010879CC	0x006E3470	0x00F40AEC	0x006C0180	0x00710440	0x00801D20	0x00B3EF10	0x002E2870	0x00B3EEEC	0x00B3EF04	0x00B3EF08	IMAGE
ActorExpressData	0x00F40BB0	0x00C02980	0x010879E8	0x006E43C0	0x00F40B70	0x0043BB80	0x006E4250	0x00801D80	0x00B3EFB0	0x002E37C0	0x00B3EF70	0x00B3EF88	0x00B3EF8C	IMAGE
ExpressCountAttr	0x00F0E9F8	0x00C029A0	0x010879EC	0x006E3740	0x00F40B30	0x0043BB80	0x00463710	0x00801DA0	0x00B0CDF8	0x002E2B40	0x00B3EF30	0x00B3EF48	0x00B3EF4C	IMAGE
ExpressModule_Client	0x00F0E9E0	0x00C02B70	0x01087A34	0x006E7330	0x00F40D20	0x006E4760	0x006E7340	0x00801F70	0x00B0CDE0	0x002E6730	0x00B3F120	0x00B3F138	0x00B3F13C	IMAGE
Express_InitalizeActorExpressVital	0x00F40DE4	0x00C02BD0	0x01087AA4	0x006E8520	0x00F40DBC	0x006E8150	0x006E8A90	0x00801FD0	0x00B3F1E4	0x002E7920	0x00B3F1BC	0x00B3F1D4	0x00B3F1D8	IMAGE
Express_ClientGetExpressItemAttrsVital	0x00F40E08	0x00C02BF0	0x01087AA8	0x006E5460	0x00F40CBC	0x006E8920	0x006E8A90	0x00801FF0	0x00B3F208	0x002E4860	0x00B3F0BC	0x00B3F0D4	0x00B3F0D8	IMAGE
Express_ClientReceiveNewExpressVital	0x00F40E30	0x00C02C10	0x01087AAC	0x006E79A0	0x00F40D6C	0x006E8090	0x006E8A90	0x00802010	0x00B3F230	0x002E6DA0	0x00B3F16C	0x00B3F184	0x00B3F188	IMAGE
Express_ClientRemoveExpressVital	0x00F40E58	0x00C02C30	0x01087AB0	0x006E4710	0x00F40BC8	0x006E7B20	0x006E8A90	0x00802030	0x00B3F258	0x002E3B10	0x00B3EFC8	0x00B3EFE0	0x00B3EFE4	IMAGE
Express_ClientSendExpressVital	0x00F40E7C	0x00C02C50	0x01087AB4	0x006E5730	0x00F40CE4	0x006E82F0	0x00A106C0	0x00802050	0x00B3F27C	0x002E4B30	0x00B3F0E4	0x00B3F0FC	0x00B3F100	IMAGE
Express_ClientSendExpressResultVital	0x00F40E9C	0x00C02C70	0x01087AB8	0x006E7AA0	0x00F40D94	0x006E7B90	0x006E8A90	0x00802070	0x00B3F29C	0x002E6EA0	0x00B3F194	0x00B3F1AC	0x00B3F1B0	IMAGE
Express_ClientcClaimExpressVital	0x00F40EC4	0x00C02C90	0x01087ABC	0x006E4730	0x00F40BF0	0x006E7B20	0x006E8A90	0x00802090	0x00B3F2C4	0x002E3B30	0x00B3EFF0	0x00B3F008	0x00B3F00C	IMAGE
Express_ResetExpressCountVital	0x00F40EE8	0x00C02CB0	0x01087AC0	0x006E4750	0x00F40C18	0x006E7C00	0x006E8A90	0x008020B0	0x00B3F2E8	0x002E3B50	0x00B3F018	0x00B3F030	0x00B3F034	IMAGE
CGCTracePathModule	0x00F40FB0	0x00C03040	0x01087AFC	0x006E9DE0	0x00F40F50	0x006E9270	0x006EACE0	0x00802440	0x00B3F3B0	0x002E91E0	0x00B3F350	0x00B3F368	0x00B3F36C	IMAGE
CTracePathVital	0x00F0B5D4	0x00C030A0	0x01087B24	0x006EBE70	0x00F41010	0x006EC0D0	0x006EA9E0	0x008024A0	0x00B099D4	0x002EB270	0x00B3F410	0x00B3F428	0x00B3F42C	IMAGE
CTracePathReqVital	0x00F41034	0x00C030C0	0x01087B28	0x006EBAD0	0x00F40FC4	0x006EBAF0	0x00710440	0x008024C0	0x00B3F434	0x002EAED0	0x00B3F3C4	0x00B3F3DC	0x00B3F3E0	IMAGE
CBlockPointHelpVital	0x00F41048	0x00C030E0	0x01087B2C	0x006EBC30	0x00F40FEC	0x00621760	0x006E9160	0x008024E0	0x00B3F448	0x002EB030	0x00B3F3EC	0x00B3F404	0x00B3F408	IMAGE
EnemySearchModule	0x00F410B4	0x00C032F0	0x01087B68	0x006EC9E0	0x00F41068	0x006EC220	0x006EC3C0	0x008026F0	0x00B3F4B4	0x002EBDE0	0x00B3F468	0x00B3F480	0x00B3F484	IMAGE
SceneSoundEffectModule	0x00F411F4	0x00C03480	0x01087BA4	0x006ED790	0x00F411A8	0x00697870	0x006ECEA0	0x00802880	0x00B3F5F4	0x002ECB90	0x00B3F5A8	0x00B3F5C0	0x00B3F5C4	IMAGE
SummonedPetAttr	0x00F41250	0x00C034E0	0x01087BB4	0x006EDA30	0x00F41210	0x0043BB80	0x00463710	0x008028E0	0x00B3F650	0x002ECE30	0x00B3F610	0x00B3F628	0x00B3F62C	IMAGE
PetsData	0x00F3F8F4	0x00C03EC0	0x01087FE4	0x006F5E60	0x00F41B68	0x0043BB80	0x006F5F90	0x008032C0	0x00B3DCF4	0x002F5260	0x00B3FF68	0x00B3FF80	0x00B3FF84	IMAGE
ActorPetsCommonAttr	0x00F41D40	0x00C03EE0	0x01087FE8	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0x008032E0	0x00B40140	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	IMAGE
PetsMergingData	0x00F41E38	0x00C03F80	0x01087FF8	0x006F8C20	0x00F41D68	0x0043BB80	0x006F81B0	0x00803380	0x00B40238	0x002F8020	0x00B40168	0x00B40180	0x00B40184	IMAGE
PetsModule_Client	0x00F41848	0x00C042D0	0x01088280	0x006FA120	0x00F420A8	0x006FA130	0x006FBDD0	0x008036D0	0x00B3FC48	0x002F9520	0x00B404A8	0x00B404C0	0x00B404C4	IMAGE
ActorLearnedPetsSkillData	0x00F420F4	0x00C04330	0x01088290	0x006FE5F0	0x00F421C8	0x0043BB80	0x006FD4E0	0x00803730	0x00B404F4	0x002FD9F0	0x00B405C8	0x00B405E0	0x00B405E4	IMAGE
Pets_UpdatePetsDataVital	0x00F42394	0x00C04390	0x01088354	0x006FF010	0x00F42274	0x007002D0	0x00700DC0	0x00803790	0x00B40794	0x002FE410	0x00B40674	0x00B4068C	0x00B40690	IMAGE
Pets_UpdatePetPropertyVital	0x00F423B0	0x00C043B0	0x01088358	0x006FF0A0	0x00F42298	0x006FF200	0x00700DC0	0x008037B0	0x00B407B0	0x002FE4A0	0x00B40698	0x00B406B0	0x00B406B4	IMAGE
Pets_SummonPetVital	0x00F423CC	0x00C043D0	0x0108835C	0x005BEB00	0x00F2D100	0x006FF270	0x00700DC0	0x008037D0	0x00B407CC	0x001BDF00	0x00B2B500	0x00B2B518	0x00B2B51C	IMAGE
Pets_UnsummonPetVital	0x00F423E0	0x00C043F0	0x01088360	0x005BEB20	0x00F2D124	0x006FF310	0x00700DC0	0x008037F0	0x00B407E0	0x001BDF20	0x00B2B524	0x00B2B53C	0x00B2B540	IMAGE
Pets_NotifySailorDeadVital	0x00F423F8	0x00C04410	0x01088364	0x006FF0B0	0x00F422BC	0x00642B00	0x00700DC0	0x00803810	0x00B407F8	0x002FE4B0	0x00B406BC	0x00B406D4	0x00B406D8	IMAGE
Pets_ChangePetEquipmentVital	0x00F42414	0x00C04430	0x01088368	0x006D4FF0	0x00F400E0	0x007009D0	0x00700DC0	0x00803830	0x00B40814	0x002D43F0	0x00B3E4E0	0x00B3E4F8	0x00B3E4FC	IMAGE
Pets_RestorePetAmityVital	0x00F42434	0x00C04450	0x0108836C	0x006CEF00	0x00F3F83C	0x006FF380	0x00700DC0	0x00803850	0x00B40834	0x002CE300	0x00B3DC3C	0x00B3DC54	0x00B3DC58	IMAGE
Pets_UpdateSummonPetsTimeOutVital	0x00F42450	0x00C04470	0x01088370	0x006FF0D0	0x00F422E0	0x0069F980	0x00700DC0	0x00803870	0x00B40850	0x002FE4D0	0x00B406E0	0x00B406F8	0x00B406FC	IMAGE
Pets_UpdateLearnedPetSkillVital	0x00F42474	0x00C04490	0x01088374	0x006FF150	0x00F42304	0x00700380	0x00700DC0	0x00803890	0x00B40874	0x002FE550	0x00B40704	0x00B4071C	0x00B40720	IMAGE
Pets_LearnPetSkillVital	0x00F42494	0x00C044B0	0x01088378	0x006FF160	0x00F42328	0x006FF3F0	0x00700DC0	0x008038B0	0x00B40894	0x002FE560	0x00B40728	0x00B40740	0x00B40744	IMAGE
Pets_SetPetSkillVital	0x00F424AC	0x00C044D0	0x0108837C	0x006D5090	0x00F40104	0x00700BD0	0x00700DC0	0x008038D0	0x00B408AC	0x002D4490	0x00B3E504	0x00B3E51C	0x00B3E520	IMAGE
Pets_SetPetAIVital	0x00F424C4	0x00C044F0	0x01088380	0x006EDFF0	0x00F41288	0x00700430	0x00700DC0	0x008038F0	0x00B408C4	0x002ED3F0	0x00B3F688	0x00B3F6A0	0x00B3F6A4	IMAGE
Pets_MergePetsVital	0x00F424D8	0x00C04510	0x01088384	0x006FA070	0x00F4205C	0x006FF440	0x00700DC0	0x00803910	0x00B408D8	0x002F9470	0x00B4045C	0x00B40474	0x00B40478	IMAGE
Pets_MergePetsResultVital	0x00F424EC	0x00C04530	0x01088388	0x006FF180	0x00F4234C	0x006FF4E0	0x00700DC0	0x00803930	0x00B408EC	0x002FE580	0x00B4074C	0x00B40764	0x00B40768	IMAGE
Pets_UpdatePetsMegringDataVital	0x00F42508	0x00C04550	0x0108838C	0x006FF1F0	0x00F42370	0x00700530	0x00700DC0	0x00803950	0x00B40908	0x002FE5F0	0x00B40770	0x00B40788	0x00B4078C	IMAGE
Pets_ClaimPetsMegringItemVital	0x00F42528	0x00C04570	0x01088390	0x006FA090	0x00F42080	0x006FF530	0x00700DC0	0x00803970	0x00B40928	0x002F9490	0x00B40480	0x00B40498	0x00B4049C	IMAGE
CAchievementsAttr	0x00F42590	0x00C04AC0	0x0108841C	0x00701FD0	0x00F42550	0x0043BB80	0x00463710	0x00803EC0	0x00B40990	0x003013D0	0x00B40950	0x00B40968	0x00B4096C	IMAGE
CAchievementsUpdateVital	0x00F42708	0x00C04C60	0x010884C4	0x007056F0	0x00F42678	0x007056A0	0x00707410	0x00804060	0x00B40B08	0x00304AF0	0x00B40A78	0x00B40A90	0x00B40A94	IMAGE
CAchievementsRewardVital	0x00F42724	0x00C04C80	0x010884C8	0x00705730	0x00F4269C	0x007057F0	0x00710440	0x00804080	0x00B40B24	0x00304B30	0x00B40A9C	0x00B40AB4	0x00B40AB8	IMAGE
CAchievementsSelectTitleVital	0x00F42740	0x00C04CA0	0x010884CC	0x00705780	0x00F426C0	0x007057F0	0x00710440	0x008040A0	0x00B40B40	0x00304B80	0x00B40AC0	0x00B40AD8	0x00B40ADC	IMAGE
CAchievementsMsgVital	0x00F42760	0x00C04CC0	0x010884D0	0x007057D0	0x00F426E4	0x007057F0	0x00706BB0	0x008040C0	0x00B40B60	0x00304BD0	0x00B40AE4	0x00B40AFC	0x00B40B00	IMAGE
CAchievementsBoardcastReqVital	0x00F427C4	0x00C04E60	0x01088524	0x007066E0	0x00F427A0	0x00706980	0x00710440	0x00804260	0x00B40BC4	0x00305AE0	0x00B40BA0	0x00B40BB8	0x00B40BBC	IMAGE
CAchievementsBoardcastResVital	0x00F427E4	0x00C04E80	0x01088528	0x00706240	0x00F42778	0x007062C0	0x00707120	0x00804280	0x00B40BE4	0x00305640	0x00B40B78	0x00B40B90	0x00B40B94	IMAGE
CGCAchievementsModule	0x00F1768C	0x00C050B0	0x01088580	0x00706B90	0x00F42808	0x00706D60	0x0073D360	0x008044B0	0x00B15A8C	0x00305F90	0x00B40C08	0x00B40C20	0x00B40C24	IMAGE
BehaviorSoundModule	0x00F42D64	0x00C05240	0x010885BC	0x0070AA70	0x00F42D18	0x007083E0	0x00709E00	0x00804640	0x00B41164	0x00309E70	0x00B41118	0x00B41130	0x00B41134	IMAGE
ResidentEffectAttr	0x00F42DD0	0x00C052B0	0x010885C8	0x0070B460	0x00F42D90	0x0043BB80	0x00463710	0x008046B0	0x00B411D0	0x0030A860	0x00B41190	0x00B411A8	0x00B411AC	IMAGE
ResidentEffectModule_Client	0x00F4186C	0x00C055D0	0x01088690	0x0070C4A0	0x00F42FB0	0x0070C530	0x0070D670	0x008049D0	0x00B3FC6C	0x0030B8A0	0x00B413B0	0x00B413C8	0x00B413CC	IMAGE
UpdateResidentEffect	0x00F0B35C	0x00C05650	0x010886A0	0x0070DCF0	0x00F43078	0x0070DFA0	0x0070E180	0x00804A50	0x00B0975C	0x0030D0F0	0x00B41478	0x00B41490	0x00B41494	IMAGE
NPC_MovieModule	0x00F43238	0x00C057F0	0x010886E0	0x0070EF20	0x00F431E0	0x00616740	0x0070EFC0	0x00804BF0	0x00B41638	0x0030E320	0x00B415E0	0x00B415F8	0x00B415FC	IMAGE
SceneObjectMovieModule	0x00F432B4	0x00C05850	0x010886F0	0x0070F460	0x00F43268	0x00710440	0x0070F310	0x00804C50	0x00B416B4	0x0030E860	0x00B41668	0x00B41680	0x00B41684	IMAGE
UI_MovieModule	0x00F43574	0x00C05B90	0x01088770	0x00710150	0x00F43510	0x00710440	0x0073D360	0x00804F90	0x00B41974	0x0030F550	0x00B41910	0x00B41928	0x00B4192C	IMAGE
CGCHitParadeModule	0x00F4367C	0x00C05BF0	0x010887DC	0x00712BA0	0x00F43630	0x0073D3F0	0x0073D360	0x00804FF0	0x00B41A7C	0x00311FA0	0x00B41A30	0x00B41A48	0x00B41A4C	IMAGE
CHitParadeVital	0x00F0B564	0x00C05E70	0x01088874	0x00716490	0x00F436DC	0x00716220	0x00712970	0x00805270	0x00B09964	0x00315890	0x00B41ADC	0x00B41AF4	0x00B41AF8	IMAGE
CHitParadeActorDataVital	0x00F0B6DC	0x00C05E90	0x01088878	0x00716CD0	0x00F43728	0x00716D80	0x00711030	0x00805290	0x00B09ADC	0x003160D0	0x00B41B28	0x00B41B40	0x00B41B44	IMAGE
CHitParadeReqVital	0x00F43750	0x00C05EB0	0x0108887C	0x00715FC0	0x00F43694	0x006C0180	0x00710440	0x008052B0	0x00B41B50	0x003153C0	0x00B41A94	0x00B41AAC	0x00B41AB0	IMAGE
CHitParadeReqVital_JP	0x00F43764	0x00C05ED0	0x01088880	0x00716000	0x00F436B8	0x00755AC0	0x00710440	0x008052D0	0x00B41B64	0x00315400	0x00B41AB8	0x00B41AD0	0x00B41AD4	IMAGE
CHitParadeResVital_JP	0x00F4377C	0x00C05EF0	0x01088884	0x007168F0	0x00F43704	0x007169A0	0x00710E50	0x008052F0	0x00B41B7C	0x00315CF0	0x00B41B04	0x00B41B1C	0x00B41B20	IMAGE
CHitParadeResetVital_JP	0x00F43794	0x00C05F10	0x01088888	0x007104C0	0x00F43588	0x00515EC0	0x00711D50	0x00805310	0x00B41B94	0x0030F8C0	0x00B41988	0x00B419A0	0x00B419A4	IMAGE
CHitParadeAvatarReqVital_JP	0x00F437AC	0x00C05F30	0x0108888C	0x007104E0	0x00F435B0	0x006C0180	0x00710440	0x00805330	0x00B41BAC	0x0030F8E0	0x00B419B0	0x00B419C8	0x00B419CC	IMAGE
CHitParadeAvatarResVital_JP	0x00F437C8	0x00C05F50	0x01088890	0x007114A0	0x00F43608	0x00716730	0x00712C90	0x00805350	0x00B41BC8	0x003108A0	0x00B41A08	0x00B41A20	0x00B41A24	IMAGE
UserSettingServer	0x00F0D95C	0x00C06C10	0x01088B84	0x00720E00	0x00F44E10	0x0043BB80	0x00463710	0x00806010	0x00B0BD5C	0x00320200	0x00B43210	0x00B43228	0x00B4322C	IMAGE
UserSettingModule_Client	0x00F21C74	0x00C06DA0	0x01088BC0	0x007212F0	0x00F45178	0x00721120	0x0073D360	0x008061A0	0x00B20074	0x003206F0	0x00B43578	0x00B43590	0x00B43594	IMAGE
UserSetting_UpdateServerSettingVital	0x00F451C4	0x00C06E00	0x01088BD0	0x005C1900	0x00F2D268	0x00721D10	0x00A106C0	0x00806200	0x00B435C4	0x001C0D00	0x00B2B668	0x00B2B680	0x00B2B684	IMAGE
AccuseModule_Client	0x00F1B228	0x00C06F90	0x01088C60	0x00721E30	0x00F45278	0x00697870	0x0073D360	0x00806390	0x00B19628	0x00321230	0x00B43678	0x00B43690	0x00B43694	IMAGE
AccuseVital	0x00F45314	0x00C07050	0x01088C70	0x00722510	0x00F452F0	0x007225A0	0x00722720	0x00806450	0x00B43714	0x00321910	0x00B436F0	0x00B43708	0x00B4370C	IMAGE
CGCPotionModule	0x00F2D178	0x00C071E0	0x01088CC8	0x00722840	0x00F45328	0x00722860	0x0073D360	0x008065E0	0x00B2B578	0x00321C40	0x00B43728	0x00B43740	0x00B43744	IMAGE
CPotionVital	0x00F45398	0x00C07260	0x01088CD8	0x00722ED0	0x00F45370	0x007057F0	0x007227C0	0x00806660	0x00B43798	0x003222D0	0x00B43770	0x00B43788	0x00B4378C	IMAGE
PandoraBoxModule_Client	0x00F4541C	0x00C073F0	0x01088D14	0x00722FD0	0x00F453D0	0x00697870	0x0073D360	0x008067F0	0x00B4381C	0x003223D0	0x00B437D0	0x00B437E8	0x00B437EC	IMAGE
PandoraBoxVitalReq	0x00F45434	0x00C07450	0x01088D30	0x00573700	0x00F287CC	0x006C66D0	0x00710440	0x00806850	0x00B43834	0x00172B00	0x00B26BCC	0x00B26BE4	0x00B26BE8	IMAGE
PandoraBoxVitalRes	0x00F45448	0x00C07470	0x01088D34	0x00722F90	0x00F453AC	0x00621760	0x007233E0	0x00806870	0x00B43848	0x00322390	0x00B437AC	0x00B437C4	0x00B437C8	IMAGE
TileEffectModule_Client	0x00F455B8	0x00C07670	0x01088DE8	0x007234F0	0x00F45540	0x007241C0	0x00724270	0x00806A70	0x00B439B8	0x003228F0	0x00B43940	0x00B43958	0x00B4395C	IMAGE
NewsflashAttr	0x00F45684	0x00C07790	0x01088E10	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0x00806B90	0x00B43A84	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	IMAGE
NewsflashModule_Client	0x00F4578C	0x00C07890	0x01088E64	0x00724650	0x00F456A0	0x00710440	0x0073D360	0x00806C90	0x00B43B8C	0x00323A50	0x00B43AA0	0x00B43AB8	0x00B43ABC	IMAGE
GetNewsflashVital	0x00F457C8	0x00C07950	0x01088E74	0x00724C00	0x00F457A4	0x00724EA0	0x00725000	0x00806D50	0x00B43BC8	0x00324000	0x00B43BA4	0x00B43BBC	0x00B43BC0	IMAGE
GeneralUIHandleModule	0x00F45A04	0x00C07C10	0x01088F00	0x00416250	0x00F0A860	0x00710440	0x0073D360	0x00807010	0x00B43E04	0x00015650	0x00B08C60	0x00B08C78	0x00B08C7C	IMAGE
