dedup_key	delta_action	base_row_number	message	direction(W/R)	order	field_offset	original_tag	corrected_tag	original_payload_len	corrected_full_wire_len	string_kind	length_prefix	original_call_va	original_call_file_off	base_span_start	base_span_end	base_span_sha256	helper_va	helper_file_off	helper_span_end_va	helper_span_end_file_off	helper_span_sha256	tag_instruction_va	tag_instruction_file_off	tag_instruction_semantics	priority	source
a5a288cd5cfffa6a8683f87e16cf4adf297a3ac560e70054d2521b4fa34bdb93	CHANGED	326	LoginVerifyVital	W	2	+0x18	UNTAGGED_WSTRING16LE_LEN32LE	0x48	4+N_bytes	5+N_bytes	wstring16le	uint32le_byte_count	0x005E4B94	0x001E3F94	0x005E4B70	0x005E4BD1	e4a45cf24be3a9e99d92aa618118db97c944fe6f712616cd5cdbc340f291d7cf	0x0089A810	0x00499C10	0x0089A875	0x00499C75	08d6f27f030f3e0f1a32873d296c7f2c35a9d67f547607cf95c2900a60ffdad4	0x0089A833	0x00499C33	push_0x48	1	IMAGE
efa2c41918a2ce79527f6cbd61397fc491d1943803d034387f0857ec3fbe890d	CHANGED	327	LoginVerifyVital	W	3	+0x34	UNTAGGED_STRING8_LEN32LE	0x44	4+N_bytes	5+N_bytes	string8	uint32le_byte_count	0x005E4B9F	0x001E3F9F	0x005E4B70	0x005E4BD1	e4a45cf24be3a9e99d92aa618118db97c944fe6f712616cd5cdbc340f291d7cf	0x0089A6D0	0x00499AD0	0x0089A733	0x00499B33	a0674fb3366720314e20ef5f5dbfa010330b12a73ed4e56e6c43e9d310dce9f1	0x0089A6F1	0x00499AF1	push_0x44	1	IMAGE
3c0edeeccd187b493a6ff1b76e6e707b32030c231c7d8782742a9967c59012ed	CHANGED	329	LoginVerifyVital	R	2	+0x18	UNTAGGED_WSTRING16LE_LEN32LE	0x48	4+N_bytes	5+N_bytes	wstring16le	uint32le_byte_count	0x005E4BBC	0x001E3FBC	0x005E4B70	0x005E4BD1	e4a45cf24be3a9e99d92aa618118db97c944fe6f712616cd5cdbc340f291d7cf	0x0089A880	0x00499C80	0x0089A95E	0x00499D5E	2f564cb5d4f68d035d9e60fa1a4a5334b0875262420851f463f3f904e22ad978	0x0089A89C	0x00499C9C	push_0x48	1	IMAGE
242150771bcf861139a0f07073e6d65c6daf3225344ccf25f6113140b6515227	CHANGED	330	LoginVerifyVital	R	3	+0x34	UNTAGGED_STRING8_LEN32LE	0x44	4+N_bytes	5+N_bytes	string8	uint32le_byte_count	0x005E4BC7	0x001E3FC7	0x005E4B70	0x005E4BD1	e4a45cf24be3a9e99d92aa618118db97c944fe6f712616cd5cdbc340f291d7cf	0x0089A740	0x00499B40	0x0089A806	0x00499C06	90c8c73b3b3c7158af57e374c694730763ab28292130b4f128a4754dec54e76a	0x0089A75C	0x00499B5C	push_0x44	1	IMAGE
b245f6e60f0dd01d4a2cbc7b200d2824250618948de9944fba87683000810403	CHANGED	346	SelectActorVital	W	13	DEREF(DEREF(STACK@0x005EBAE0+0x18)+0x10)+0x24	UNTAGGED_WSTRING16LE_LEN32LE	0x48	4+N_bytes	5+N_bytes	wstring16le	uint32le_byte_count	0x005DFF99	0x001DF399	0x005DFF60	0x005E01C6	de9de2a04f4ac3ec8e6c07550336eea2be18954143c5c0de1823a4a2171e3f8a	0x0089A810	0x00499C10	0x0089A875	0x00499C75	08d6f27f030f3e0f1a32873d296c7f2c35a9d67f547607cf95c2900a60ffdad4	0x0089A833	0x00499C33	push_0x48	1	IMAGE
053e2e64ea6c6733e76248a83618fbba5b17d55a4edb716c7ed79b9958950a58	CHANGED	352	SelectActorVital	W	19	DEREF(DEREF(STACK@0x005EBAE0+0x18)+0x10)+0xFC	UNTAGGED_STRING8_LEN32LE	0x44	4+N_bytes	5+N_bytes	string8	uint32le_byte_count	0x005DFFF2	0x001DF3F2	0x005DFF60	0x005E01C6	de9de2a04f4ac3ec8e6c07550336eea2be18954143c5c0de1823a4a2171e3f8a	0x0089A6D0	0x00499AD0	0x0089A733	0x00499B33	a0674fb3366720314e20ef5f5dbfa010330b12a73ed4e56e6c43e9d310dce9f1	0x0089A6F1	0x00499AF1	push_0x44	1	IMAGE
4e2214a08b8f55f8484f105e08980d316314cd1e32e7a7b5a56c214ccf129f8d	CHANGED	353	SelectActorVital	W	20	DEREF(DEREF(STACK@0x005EBAE0+0x18)+0x10)+0x40	UNTAGGED_WSTRING16LE_LEN32LE	0x48	4+N_bytes	5+N_bytes	wstring16le	uint32le_byte_count	0x005DFFFD	0x001DF3FD	0x005DFF60	0x005E01C6	de9de2a04f4ac3ec8e6c07550336eea2be18954143c5c0de1823a4a2171e3f8a	0x0089A810	0x00499C10	0x0089A875	0x00499C75	08d6f27f030f3e0f1a32873d296c7f2c35a9d67f547607cf95c2900a60ffdad4	0x0089A833	0x00499C33	push_0x48	1	IMAGE
ca709901fdd49f9b52ccd186fe9218ca23b504b916c4801bc9bca2a2fbcc3a96	CHANGED	381	SelectActorVital	R	18	RET(0x004B1B20)+0x24	UNTAGGED_WSTRING16LE_LEN32LE	0x48	4+N_bytes	5+N_bytes	wstring16le	uint32le_byte_count	0x005E008C	0x001DF48C	0x005DFF60	0x005E01C6	de9de2a04f4ac3ec8e6c07550336eea2be18954143c5c0de1823a4a2171e3f8a	0x0089A880	0x00499C80	0x0089A95E	0x00499D5E	2f564cb5d4f68d035d9e60fa1a4a5334b0875262420851f463f3f904e22ad978	0x0089A89C	0x00499C9C	push_0x48	1	IMAGE
bfc8fe1e49d6d6b283972c4bee96806f1a789727e98dda5bf86cfe92815e7613	CHANGED	387	SelectActorVital	R	24	RET(0x004B1B20)+0xFC	UNTAGGED_STRING8_LEN32LE	0x44	4+N_bytes	5+N_bytes	string8	uint32le_byte_count	0x005E00E5	0x001DF4E5	0x005DFF60	0x005E01C6	de9de2a04f4ac3ec8e6c07550336eea2be18954143c5c0de1823a4a2171e3f8a	0x0089A740	0x00499B40	0x0089A806	0x00499C06	90c8c73b3b3c7158af57e374c694730763ab28292130b4f128a4754dec54e76a	0x0089A75C	0x00499B5C	push_0x44	1	IMAGE
6a3f74df98781f6cb4103b08ac9a163c8e4768a92e0491343d4c1c33e7a47b0a	CHANGED	388	SelectActorVital	R	25	RET(0x004B1B20)+0x40	UNTAGGED_WSTRING16LE_LEN32LE	0x48	4+N_bytes	5+N_bytes	wstring16le	uint32le_byte_count	0x005E00F0	0x001DF4F0	0x005DFF60	0x005E01C6	de9de2a04f4ac3ec8e6c07550336eea2be18954143c5c0de1823a4a2171e3f8a	0x0089A880	0x00499C80	0x0089A95E	0x00499D5E	2f564cb5d4f68d035d9e60fa1a4a5334b0875262420851f463f3f904e22ad978	0x0089A89C	0x00499C9C	push_0x48	1	IMAGE
0572696728fa0eff5658777641352cb12fef4c7ffc66c8de6e9871a8002a3f87	CHANGED	412	CreateActorVital	W	6	DEREF(+0x18)+0x24	UNTAGGED_WSTRING16LE_LEN32LE	0x48	4+N_bytes	5+N_bytes	wstring16le	uint32le_byte_count	0x005DFF99	0x001DF399	0x005DFF60	0x005E01C6	de9de2a04f4ac3ec8e6c07550336eea2be18954143c5c0de1823a4a2171e3f8a	0x0089A810	0x00499C10	0x0089A875	0x00499C75	08d6f27f030f3e0f1a32873d296c7f2c35a9d67f547607cf95c2900a60ffdad4	0x0089A833	0x00499C33	push_0x48	1	IMAGE
0f1ce2ebd80cd3b5abb51d4214e748c7126b7b547b0c7a45a67c2bd21ec3cc5f	CHANGED	418	CreateActorVital	W	12	DEREF(+0x18)+0xFC	UNTAGGED_STRING8_LEN32LE	0x44	4+N_bytes	5+N_bytes	string8	uint32le_byte_count	0x005DFFF2	0x001DF3F2	0x005DFF60	0x005E01C6	de9de2a04f4ac3ec8e6c07550336eea2be18954143c5c0de1823a4a2171e3f8a	0x0089A6D0	0x00499AD0	0x0089A733	0x00499B33	a0674fb3366720314e20ef5f5dbfa010330b12a73ed4e56e6c43e9d310dce9f1	0x0089A6F1	0x00499AF1	push_0x44	1	IMAGE
0da7bb77c9a52c5dca0ff5820875cc5ad96aa1efab6dc06a6f53b5c6cb2b20c5	CHANGED	419	CreateActorVital	W	13	DEREF(+0x18)+0x40	UNTAGGED_WSTRING16LE_LEN32LE	0x48	4+N_bytes	5+N_bytes	wstring16le	uint32le_byte_count	0x005DFFFD	0x001DF3FD	0x005DFF60	0x005E01C6	de9de2a04f4ac3ec8e6c07550336eea2be18954143c5c0de1823a4a2171e3f8a	0x0089A810	0x00499C10	0x0089A875	0x00499C75	08d6f27f030f3e0f1a32873d296c7f2c35a9d67f547607cf95c2900a60ffdad4	0x0089A833	0x00499C33	push_0x48	1	IMAGE
1cb230654bac0b8547d1ca786578614d0e7de2313b545e63a3c4e83893b2776e	CHANGED	443	CreateActorVital	R	11	DEREF(+0x18)+0x24	UNTAGGED_WSTRING16LE_LEN32LE	0x48	4+N_bytes	5+N_bytes	wstring16le	uint32le_byte_count	0x005E008C	0x001DF48C	0x005DFF60	0x005E01C6	de9de2a04f4ac3ec8e6c07550336eea2be18954143c5c0de1823a4a2171e3f8a	0x0089A880	0x00499C80	0x0089A95E	0x00499D5E	2f564cb5d4f68d035d9e60fa1a4a5334b0875262420851f463f3f904e22ad978	0x0089A89C	0x00499C9C	push_0x48	1	IMAGE
5d31ab7d9f6993bee9a757d33d5e8d70693f5b192e9d787ea141450b981db6b1	CHANGED	449	CreateActorVital	R	17	DEREF(+0x18)+0xFC	UNTAGGED_STRING8_LEN32LE	0x44	4+N_bytes	5+N_bytes	string8	uint32le_byte_count	0x005E00E5	0x001DF4E5	0x005DFF60	0x005E01C6	de9de2a04f4ac3ec8e6c07550336eea2be18954143c5c0de1823a4a2171e3f8a	0x0089A740	0x00499B40	0x0089A806	0x00499C06	90c8c73b3b3c7158af57e374c694730763ab28292130b4f128a4754dec54e76a	0x0089A75C	0x00499B5C	push_0x44	1	IMAGE
1cb6d1ed93e15369d9b04b3c383c2d4952034df13d8c7f4cc430e16bd079d204	CHANGED	450	CreateActorVital	R	18	DEREF(+0x18)+0x40	UNTAGGED_WSTRING16LE_LEN32LE	0x48	4+N_bytes	5+N_bytes	wstring16le	uint32le_byte_count	0x005E00F0	0x001DF4F0	0x005DFF60	0x005E01C6	de9de2a04f4ac3ec8e6c07550336eea2be18954143c5c0de1823a4a2171e3f8a	0x0089A880	0x00499C80	0x0089A95E	0x00499D5E	2f564cb5d4f68d035d9e60fa1a4a5334b0875262420851f463f3f904e22ad978	0x0089A89C	0x00499C9C	push_0x48	1	IMAGE
7835708f3fe74ee344685d976e16163f305840e53565233c4d9bdfd1ab012c87	CHANGED	462	DeleteActorVital	W	4	+0x1C	UNTAGGED_STRING8_LEN32LE	0x44	4+N_bytes	5+N_bytes	string8	uint32le_byte_count	0x005E4E52	0x001E4252	0x005E4E10	0x005E4EB4	d844e2f98dd7e9b195224cab817e6142ec7c4ca14e2b779599473936dbf4ce9c	0x0089A6D0	0x00499AD0	0x0089A733	0x00499B33	a0674fb3366720314e20ef5f5dbfa010330b12a73ed4e56e6c43e9d310dce9f1	0x0089A6F1	0x00499AF1	push_0x44	1	IMAGE
6dfa657a501f78f87f423e945d9bcc6959d66ef9d484eaaf8ad09b8cfc6b221e	CHANGED	466	DeleteActorVital	R	4	+0x1C	UNTAGGED_STRING8_LEN32LE	0x44	4+N_bytes	5+N_bytes	string8	uint32le_byte_count	0x005E4E85	0x001E4285	0x005E4E10	0x005E4EB4	d844e2f98dd7e9b195224cab817e6142ec7c4ca14e2b779599473936dbf4ce9c	0x0089A740	0x00499B40	0x0089A806	0x00499C06	90c8c73b3b3c7158af57e374c694730763ab28292130b4f128a4754dec54e76a	0x0089A75C	0x00499B5C	push_0x44	1	IMAGE
bc5221ce8f4e6495ff43612faa70539986450872617c8d9dcba0de786a4a9d44	CHANGED	565	CheatVital	W	1	+0x14	UNTAGGED_STRING8_LEN32LE	0x44	4+N_bytes	5+N_bytes	string8	uint32le_byte_count	0x005E53AF	0x001E47AF	0x005E53A0	0x005E53C7	3e7899321da79221d0bf2c5641dc7e0022bc6acf439794c7f61b6c7efe2f6fad	0x0089A6D0	0x00499AD0	0x0089A733	0x00499B33	a0674fb3366720314e20ef5f5dbfa010330b12a73ed4e56e6c43e9d310dce9f1	0x0089A6F1	0x00499AF1	push_0x44	1	IMAGE
058048d496a10ab5e4b56d8bc4d697cf848c19d944f4261852fba2f8039da4f0	CHANGED	566	CheatVital	R	1	+0x14	UNTAGGED_STRING8_LEN32LE	0x44	4+N_bytes	5+N_bytes	string8	uint32le_byte_count	0x005E53BF	0x001E47BF	0x005E53A0	0x005E53C7	3e7899321da79221d0bf2c5641dc7e0022bc6acf439794c7f61b6c7efe2f6fad	0x0089A740	0x00499B40	0x0089A806	0x00499C06	90c8c73b3b3c7158af57e374c694730763ab28292130b4f128a4754dec54e76a	0x0089A75C	0x00499B5C	push_0x44	1	IMAGE
93349cc31961e00999e9ced7a2368a9444f1e0621ba943f2a6529dee15683d62	CHANGED	580	TeleportVital	W	14	DEREF(+0x1C)+0x10	UNTAGGED_WSTRING16LE_LEN32LE	0x48	4+N_bytes	5+N_bytes	wstring16le	uint32le_byte_count	0x005DEF25	0x001DE325	0x005DEF10	0x005DEFE9	105bad91394ee1dc636ef80cfe3444c293a4114d5f371fafe3ebc76ccc049c93	0x0089A810	0x00499C10	0x0089A875	0x00499C75	08d6f27f030f3e0f1a32873d296c7f2c35a9d67f547607cf95c2900a60ffdad4	0x0089A833	0x00499C33	push_0x48	1	IMAGE
88ee2c5ddeac7aff9f0fc73b0eb32f2a77ad060215c59ae11b12d2d364e17563	CHANGED	613	TeleportVital	R	20	DEREF(+0x1C)+0x10	UNTAGGED_WSTRING16LE_LEN32LE	0x48	4+N_bytes	5+N_bytes	wstring16le	uint32le_byte_count	0x005DEF83	0x001DE383	0x005DEF10	0x005DEFE9	105bad91394ee1dc636ef80cfe3444c293a4114d5f371fafe3ebc76ccc049c93	0x0089A880	0x00499C80	0x0089A95E	0x00499D5E	2f564cb5d4f68d035d9e60fa1a4a5334b0875262420851f463f3f904e22ad978	0x0089A89C	0x00499C9C	push_0x48	1	IMAGE
1f8676b3adc4109ad8ec49a88cf82816910d023288fe316ff59ce438ab56feba	CHANGED	638	InstanceBonusNotify	W	2	+0x18	UNTAGGED_WSTRING16LE_LEN32LE	0x48	4+N_bytes	5+N_bytes	wstring16le	uint32le_byte_count	0x005E57C4	0x001E4BC4	0x005E57A0	0x005E57EB	482e040ad7e8209255d4a5d92d55bdd1c259cc64a8d2195393e9b0abd45cad3d	0x0089A810	0x00499C10	0x0089A875	0x00499C75	08d6f27f030f3e0f1a32873d296c7f2c35a9d67f547607cf95c2900a60ffdad4	0x0089A833	0x00499C33	push_0x48	3	IMAGE
538b420a2226c99b90ed46c42cceaf98aeb16889dd427222a6a164fe1ac7d74c	CHANGED	640	InstanceBonusNotify	R	2	+0x18	UNTAGGED_WSTRING16LE_LEN32LE	0x48	4+N_bytes	5+N_bytes	wstring16le	uint32le_byte_count	0x005E57E1	0x001E4BE1	0x005E57A0	0x005E57EB	482e040ad7e8209255d4a5d92d55bdd1c259cc64a8d2195393e9b0abd45cad3d	0x0089A880	0x00499C80	0x0089A95E	0x00499D5E	2f564cb5d4f68d035d9e60fa1a4a5334b0875262420851f463f3f904e22ad978	0x0089A89C	0x00499C9C	push_0x48	3	IMAGE
2e056cea2f1d60eb9492322daab1e3e1eb5b00e98037a0687fb2e30a2eeed475	CHANGED	655	InstanceStatisticVital	W	13	DEREF(DEREF(PHI(PHI(OBJ|PHI(OBJ|REG(esi)))|REG(esi))+0x3C)+PHI(REG(ebp)+0x1|0x0)*4)+0x18	UNTAGGED_WSTRING16LE_LEN32LE	0x48	4+N_bytes	5+N_bytes	wstring16le	uint32le_byte_count	0x005E16FA	0x001E0AFA	0x005E16D0	0x005E17EA	27cbb7f0fab8d995cba26cbeaef0c0dbbb30ee2878af6a79ab3144434306eb15	0x0089A810	0x00499C10	0x0089A875	0x00499C75	08d6f27f030f3e0f1a32873d296c7f2c35a9d67f547607cf95c2900a60ffdad4	0x0089A833	0x00499C33	push_0x48	1	IMAGE
d9d407d64f64a81b15d653d126a0e727363f594910d1bf8c8426d9d37f9a9f44	CHANGED	684	InstanceStatisticVital	R	20	RET(0x005ECCF0)+0x18	UNTAGGED_WSTRING16LE_LEN32LE	0x48	4+N_bytes	5+N_bytes	wstring16le	uint32le_byte_count	0x005E178C	0x001E0B8C	0x005E16D0	0x005E17EA	27cbb7f0fab8d995cba26cbeaef0c0dbbb30ee2878af6a79ab3144434306eb15	0x0089A880	0x00499C80	0x0089A95E	0x00499D5E	2f564cb5d4f68d035d9e60fa1a4a5334b0875262420851f463f3f904e22ad978	0x0089A89C	0x00499C9C	push_0x48	1	IMAGE
8508031a60f6f34749d4aa5d0775ba0e66d164a4cdcadabe900c3f48a6a53d00	CHANGED	865	OpenCloseUI	W	1	+0x14	UNTAGGED_STRING8_LEN32LE	0x44	4+N_bytes	5+N_bytes	string8	uint32le_byte_count	0x005E5EA5	0x001E52A5	0x005E5E90	0x005E5F2D	358ac52152c4a60e834c6f6cb249e5a729430ab28c3e1a94feea3de67421862b	0x0089A6D0	0x00499AD0	0x0089A733	0x00499B33	a0674fb3366720314e20ef5f5dbfa010330b12a73ed4e56e6c43e9d310dce9f1	0x0089A6F1	0x00499AF1	push_0x44	3	IMAGE
45d3ee8e1cc7da4a8a09689c28b37fca6ca8421c10ed1048cff928702d353efe	CHANGED	868	OpenCloseUI	W	4	+0x38	UNTAGGED_STRING8_LEN32LE	0x44	4+N_bytes	5+N_bytes	string8	uint32le_byte_count	0x005E5ECE	0x001E52CE	0x005E5E90	0x005E5F2D	358ac52152c4a60e834c6f6cb249e5a729430ab28c3e1a94feea3de67421862b	0x0089A6D0	0x00499AD0	0x0089A733	0x00499B33	a0674fb3366720314e20ef5f5dbfa010330b12a73ed4e56e6c43e9d310dce9f1	0x0089A6F1	0x00499AF1	push_0x44	3	IMAGE
99315ee8a1d37d625febc3583288f93573fd857bad84a3d29b855e47a1bac9b1	CHANGED	870	OpenCloseUI	R	1	+0x14	UNTAGGED_STRING8_LEN32LE	0x44	4+N_bytes	5+N_bytes	string8	uint32le_byte_count	0x005E5EEB	0x001E52EB	0x005E5E90	0x005E5F2D	358ac52152c4a60e834c6f6cb249e5a729430ab28c3e1a94feea3de67421862b	0x0089A740	0x00499B40	0x0089A806	0x00499C06	90c8c73b3b3c7158af57e374c694730763ab28292130b4f128a4754dec54e76a	0x0089A75C	0x00499B5C	push_0x44	3	IMAGE
7c243862060b3a58ae5c94930f1688bdd58e4950ad9b3f3a640f1deec717496a	CHANGED	873	OpenCloseUI	R	4	+0x38	UNTAGGED_STRING8_LEN32LE	0x44	4+N_bytes	5+N_bytes	string8	uint32le_byte_count	0x005E5F14	0x001E5314	0x005E5E90	0x005E5F2D	358ac52152c4a60e834c6f6cb249e5a729430ab28c3e1a94feea3de67421862b	0x0089A740	0x00499B40	0x0089A806	0x00499C06	90c8c73b3b3c7158af57e374c694730763ab28292130b4f128a4754dec54e76a	0x0089A75C	0x00499B5C	push_0x44	3	IMAGE
15a550f510872de97cce65f9d1fc64af6ef42763f0bb94d9fd1c2ddc10685226	CHANGED	906	ChangeSecondPwdVital	W	2	+0x18	UNTAGGED_STRING8_LEN32LE	0x44	4+N_bytes	5+N_bytes	string8	uint32le_byte_count	0x005E6014	0x001E5414	0x005E5FF0	0x005E6051	fafa365cbb620642f9d8454d90e18fd405a729b57334bfae35822cc2fb246563	0x0089A6D0	0x00499AD0	0x0089A733	0x00499B33	a0674fb3366720314e20ef5f5dbfa010330b12a73ed4e56e6c43e9d310dce9f1	0x0089A6F1	0x00499AF1	push_0x44	1	IMAGE
8cf644bdc29261f9691f50e8ec810f666fac5eb9032f81073e69edb944eeefe4	CHANGED	907	ChangeSecondPwdVital	W	3	+0x34	UNTAGGED_STRING8_LEN32LE	0x44	4+N_bytes	5+N_bytes	string8	uint32le_byte_count	0x005E601F	0x001E541F	0x005E5FF0	0x005E6051	fafa365cbb620642f9d8454d90e18fd405a729b57334bfae35822cc2fb246563	0x0089A6D0	0x00499AD0	0x0089A733	0x00499B33	a0674fb3366720314e20ef5f5dbfa010330b12a73ed4e56e6c43e9d310dce9f1	0x0089A6F1	0x00499AF1	push_0x44	1	IMAGE
ca95466d7a222d1b961c95a9dec337907e892586ae0095502ea712b6a80fef76	CHANGED	909	ChangeSecondPwdVital	R	2	+0x18	UNTAGGED_STRING8_LEN32LE	0x44	4+N_bytes	5+N_bytes	string8	uint32le_byte_count	0x005E603C	0x001E543C	0x005E5FF0	0x005E6051	fafa365cbb620642f9d8454d90e18fd405a729b57334bfae35822cc2fb246563	0x0089A740	0x00499B40	0x0089A806	0x00499C06	90c8c73b3b3c7158af57e374c694730763ab28292130b4f128a4754dec54e76a	0x0089A75C	0x00499B5C	push_0x44	1	IMAGE
3de18d65320fac94556250f2a1766c72d83aa86faa90a50361e16f26481095bf	CHANGED	910	ChangeSecondPwdVital	R	3	+0x34	UNTAGGED_STRING8_LEN32LE	0x44	4+N_bytes	5+N_bytes	string8	uint32le_byte_count	0x005E6047	0x001E5447	0x005E5FF0	0x005E6051	fafa365cbb620642f9d8454d90e18fd405a729b57334bfae35822cc2fb246563	0x0089A740	0x00499B40	0x0089A806	0x00499C06	90c8c73b3b3c7158af57e374c694730763ab28292130b4f128a4754dec54e76a	0x0089A75C	0x00499B5C	push_0x44	1	IMAGE
fcf6d1802155ac20cea57475d7baa29a0bea4ce52101f9677180461d9868a5fa	CHANGED	913	CheckSecondPwdVital	W	3	+0x1C	UNTAGGED_STRING8_LEN32LE	0x44	4+N_bytes	5+N_bytes	string8	uint32le_byte_count	0x005E6093	0x001E5493	0x005E6060	0x005E60C7	4c8a4228d5da74e79fd9e0f63d77ba88b96b8eba4291ca6c597a1f49a54c2427	0x0089A6D0	0x00499AD0	0x0089A733	0x00499B33	a0674fb3366720314e20ef5f5dbfa010330b12a73ed4e56e6c43e9d310dce9f1	0x0089A6F1	0x00499AF1	push_0x44	1	IMAGE
d9ded682f9598f46a9c821ca2237fc0c28a7df830a9583ad37b64bda3f4401a1	CHANGED	916	CheckSecondPwdVital	R	3	+0x1C	UNTAGGED_STRING8_LEN32LE	0x44	4+N_bytes	5+N_bytes	string8	uint32le_byte_count	0x005E60BD	0x001E54BD	0x005E6060	0x005E60C7	4c8a4228d5da74e79fd9e0f63d77ba88b96b8eba4291ca6c597a1f49a54c2427	0x0089A740	0x00499B40	0x0089A806	0x00499C06	90c8c73b3b3c7158af57e374c694730763ab28292130b4f128a4754dec54e76a	0x0089A75C	0x00499B5C	push_0x44	1	IMAGE
c5bd3ee4c69edde8633a22a2d9485164ffdb740e7ca61072fe704f5aac58fe40	CHANGED	941	MusicControlVital	W	1	+0x14	UNTAGGED_STRING8_LEN32LE	0x44	4+N_bytes	5+N_bytes	string8	uint32le_byte_count	0x005E60E5	0x001E54E5	0x005E60D0	0x005E6117	802548d734cc91cefc0b7feebb16def8dd9a95d27d8bb2010741c9eec4fcc1d9	0x0089A6D0	0x00499AD0	0x0089A733	0x00499B33	a0674fb3366720314e20ef5f5dbfa010330b12a73ed4e56e6c43e9d310dce9f1	0x0089A6F1	0x00499AF1	push_0x44	1	IMAGE
4647ce9cccf034a15b3981a93874266288f2c975a43ef756db4c2d00a8d4b669	CHANGED	943	MusicControlVital	R	1	+0x14	UNTAGGED_STRING8_LEN32LE	0x44	4+N_bytes	5+N_bytes	string8	uint32le_byte_count	0x005E60FE	0x001E54FE	0x005E60D0	0x005E6117	802548d734cc91cefc0b7feebb16def8dd9a95d27d8bb2010741c9eec4fcc1d9	0x0089A740	0x00499B40	0x0089A806	0x00499C06	90c8c73b3b3c7158af57e374c694730763ab28292130b4f128a4754dec54e76a	0x0089A75C	0x00499B5C	push_0x44	1	IMAGE
1e1efbc6b58e9e125ed9d60aaac995f97e415382614aca9d15eee94f75b5ac7e	CHANGED	989	PurchaseServiceVital	W	5	+0x28	UNTAGGED_WSTRING16LE_LEN32LE	0x48	4+N_bytes	5+N_bytes	wstring16le	uint32le_byte_count	0x005E6309	0x001E5709	0x005E62B0	0x005E6369	bc2262b3c537e71517e669b2588a3569b1ae0e2e0104f973a68bb421489d731c	0x0089A810	0x00499C10	0x0089A875	0x00499C75	08d6f27f030f3e0f1a32873d296c7f2c35a9d67f547607cf95c2900a60ffdad4	0x0089A833	0x00499C33	push_0x48	1	IMAGE
ef3c643e927414e4180b41018e4c9905f20ccd3696bc10508779ff2a113fbb6f	CHANGED	994	PurchaseServiceVital	R	5	+0x28	UNTAGGED_WSTRING16LE_LEN32LE	0x48	4+N_bytes	5+N_bytes	wstring16le	uint32le_byte_count	0x005E635F	0x001E575F	0x005E62B0	0x005E6369	bc2262b3c537e71517e669b2588a3569b1ae0e2e0104f973a68bb421489d731c	0x0089A880	0x00499C80	0x0089A95E	0x00499D5E	2f564cb5d4f68d035d9e60fa1a4a5334b0875262420851f463f3f904e22ad978	0x0089A89C	0x00499C9C	push_0x48	1	IMAGE
e06dc66e78404ddffce8b899b84d54ef917bbec32531ef858b52affb658dcfe6	CHANGED	998	GetWorldInfoVital	W	4	DEREF(+0x14)+0x14	UNTAGGED_WSTRING16LE_LEN32LE	0x48	4+N_bytes	5+N_bytes	wstring16le	uint32le_byte_count	0x005E06FD	0x001DFAFD	0x005E06B0	0x005E0865	2822a9b54a7613b9c944b5a659d45af8d0a506cce86ded23c334b340f4aa59c6	0x0089A810	0x00499C10	0x0089A875	0x00499C75	08d6f27f030f3e0f1a32873d296c7f2c35a9d67f547607cf95c2900a60ffdad4	0x0089A833	0x00499C33	push_0x48	1	IMAGE
b14d1835321ac7938025631be6259637c0b24cc9a5f516bbdc4ef4f10171ba46	CHANGED	1006	GetWorldInfoVital	W	12	DEREF(PHI(DEREF(DEREF(DEREF(OBJ+0x14)+0x4C))|DEREF(STACK@0x005E06B0+0x1C))+0x10)+0x14	UNTAGGED_WSTRING16LE_LEN32LE	0x48	4+N_bytes	5+N_bytes	wstring16le	uint32le_byte_count	0x005DF45B	0x001DE85B	0x005DF420	0x005DF4D9	db16491dd77b0df410431e1d2f42e19712df7d64871fbd774ffcd86d28673f04	0x0089A810	0x00499C10	0x0089A875	0x00499C75	08d6f27f030f3e0f1a32873d296c7f2c35a9d67f547607cf95c2900a60ffdad4	0x0089A833	0x00499C33	push_0x48	1	IMAGE
60b5f3ed42855a0400e19037718c6e2b519350f7341cd823a85323222e9cc04e	CHANGED	1029	GetWorldInfoVital	R	11	DEREF(+0x14)+0x14	UNTAGGED_WSTRING16LE_LEN32LE	0x48	4+N_bytes	5+N_bytes	wstring16le	uint32le_byte_count	0x005E07A1	0x001DFBA1	0x005E06B0	0x005E0865	2822a9b54a7613b9c944b5a659d45af8d0a506cce86ded23c334b340f4aa59c6	0x0089A880	0x00499C80	0x0089A95E	0x00499D5E	2f564cb5d4f68d035d9e60fa1a4a5334b0875262420851f463f3f904e22ad978	0x0089A89C	0x00499C9C	push_0x48	1	IMAGE
b1016410dde049dd9a3384ff11e739dc1af672d058f6a60fd95270b1d4c8cfcc	CHANGED	1036	GetWorldInfoVital	R	18	RET(0x005DFD00)+0x14	UNTAGGED_WSTRING16LE_LEN32LE	0x48	4+N_bytes	5+N_bytes	wstring16le	uint32le_byte_count	0x005DF4B1	0x001DE8B1	0x005DF420	0x005DF4D9	db16491dd77b0df410431e1d2f42e19712df7d64871fbd774ffcd86d28673f04	0x0089A880	0x00499C80	0x0089A95E	0x00499D5E	2f564cb5d4f68d035d9e60fa1a4a5334b0875262420851f463f3f904e22ad978	0x0089A89C	0x00499C9C	push_0x48	1	IMAGE
